texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
"@CajaLosAndes oye caja los Andes, felicitaciones, acabo de batir el récord de mi vida al trámite más largo, 3 horas para firmar un papel en sucursal Valparaíso. Y no, no se puede online"," oye caja los andes, felicitaciones, acabo de batir el récord de mi vida al trámite más largo, 3 horas para firmar un papel en sucursal valparaíso. y no, no se puede online",No,Muy negativo
"Cachar on el comercial de #CajaLosAndes donde te Incentivan a ""Ahorrar""
.. Pero los weones me llaman para decirme que tengo un prestamos pre aprobado de 4 millones y medio jajajajaja
O sea ahorra para que le pagues a ellos y con intereses de la reputa madre.","cachar on el comercial de #cajalosandes donde te incentivan a ""ahorrar"" .. pero los weones me llaman para decirme que tengo un prestamos pre aprobado de 4 millones y medio jajajajaja o sea ahorra para que le pagues a ellos y con intereses de la reputa madre.",No,Muy negativo
"@CajaLosAndes Hola buenos dias , sobre el requerimiento que les hago de las llamadas de un número privado y varias veces en el día,  yo estoy pagando un mes desfasado el crédito pero lo estoy pagando"," hola buenos dias , sobre el requerimiento que les hago de las llamadas de un número privado y varias veces en el día,  yo estoy pagando un mes desfasado el crédito pero lo estoy pagando",No,Muy negativo
"@CajaLosAndes Buenos días, le he dejado mensaje en distintas RRSS, también por acá y cero respuesta, necesito comunicarme urgente con ustedes, el teléfono también me deja eternamente en espera."," buenos días, le he dejado mensaje en distintas rrss, también por acá y cero respuesta, necesito comunicarme urgente con ustedes, el teléfono también me deja eternamente en espera.",No,Muy positivo
"@CajaLosAndes hola, sabe que aun no me pagan una licencia de diciembre. Ya subi los documentos que me pedian. Por trabajo no puedo ir presencial. Ojala me puedan con eso. Saludos"," hola, sabe que aun no me pagan una licencia de diciembre. ya subi los documentos que me pedian. por trabajo no puedo ir presencial. ojala me puedan con eso. saludos",No,Muy negativo
"@CajaLosAndes quiero saber porque una licencia de 15 días, me pagaron menos plata que por una de 11 días, sigo en la misma empresa y las 2 fueron en el. Mismo mes.. 😤"," quiero saber porque una licencia de 15 días, me pagaron menos plata que por una de 11 días, sigo en la misma empresa y las 2 fueron en el. mismo mes.. 😤",No,Muy negativo
"@CajaLosAndes Todo fue enviado por los medios habituales que uds tienen, esta vez revisen SU  WHATSAPP empresa 
Saludos"," todo fue enviado por los medios habituales que uds tienen, esta vez revisen su  whatsapp empresa  saludos",No,Muy negativo
"@CajaLosAndes 
@SUSESOChile
PREGUNTA : porqué están cobrando el 1% a los pensionados afiliados , incluyendo el APORTE FISCAL de $185.000.- ? Éste mayor cobro q sólo se le hace a los,pensionados tendrá cómo objetivo; aumentar los beneficios? O siguen iguales? Favor Rpta x aquí.","   pregunta : porqué están cobrando el 1% a los pensionados afiliados , incluyendo el aporte fiscal de $185.000.- ? éste mayor cobro q sólo se le hace a los,pensionados tendrá cómo objetivo; aumentar los beneficios? o siguen iguales? favor rpta x aquí.",No,Muy negativo
"@Paula_dss_ @CajaLosAndes Renta, trabajo, historial financiero.","  renta, trabajo, historial financiero.",No,Positivo
@CajaLosAndes Hay algún tipo de beneficios cuando fallece la madre de un afiliado??, hay algún tipo de beneficios cuando fallece la madre de un afiliado??,No,Muy negativo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…","  les pido apoyo al proyecto de mi esposo 🙌🙏. se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",No,Neutral
@CajaLosAndes hola quiero saber por un crédito q me dijieron q 24 horas vería si lo aprobaron o no, hola quiero saber por un crédito q me dijieron q 24 horas vería si lo aprobaron o no,No,Muy negativo
@CajaLosAndes @chilevision ESTA CAJA LUCRA CON LA $DE LOS ENFERMOS DE CHILE 🇨🇱 YO SOY UN PACIENTE ONCOLOGIA Y TODO LOS MESES ESTÁ CAJA ME DIVIDE EN 3 PAGO MI LICENCIA Y LO PEOR ES QUÉ TE PAGA DOS DIAS Y DICE NOSOTROS TENEMOS QUE PAGARLE LA DIFERENCIA CUANDO VENSA LA LICENCIA 60 d,  esta caja lucra con la $de los enfermos de chile 🇨🇱 yo soy un paciente oncologia y todo los meses está caja me divide en 3 pago mi licencia y lo peor es qué te paga dos dias y dice nosotros tenemos que pagarle la diferencia cuando vensa la licencia 60 d,No,Muy negativo
Srs.@CajaLosAndes cual será la razón? Porque los aforos ya no corren y efectivamente hay un grupo de personas esperando afuera de la oficina en Ciudad Empresarial. https://t.co/8nlG9gL8kE https://t.co/vShROK7jW8,srs.@cajalosandes cual será la razón? porque los aforos ya no corren y efectivamente hay un grupo de personas esperando afuera de la oficina en ciudad empresarial.  ,No,Muy negativo
"@CajaLosAndes hola necesito entrar a la página o app, pero no puedo entrar y no me deja crear cuenta y contraseña. Necesito ver el proceso de licencia"," hola necesito entrar a la página o app, pero no puedo entrar y no me deja crear cuenta y contraseña. necesito ver el proceso de licencia",No,Muy negativo
"@CajaLosAndes Mas de una hora esperando en su propia sucursal y aún nada, acaso todas las personas que están esperando junto conmigo deben enviar mensajes aparte de venir? No sería mejor comunicarse con el agente de sucursal para agilizar la atencion? @SUSESOChile https://t.co/QaMkbHW6Ua"," mas de una hora esperando en su propia sucursal y aún nada, acaso todas las personas que están esperando junto conmigo deben enviar mensajes aparte de venir? no sería mejor comunicarse con el agente de sucursal para agilizar la atencion?  ",No,Muy negativo
@puntoticket estoy aquí y el código de la @CajaLosAndes  no me deja continuar https://t.co/oD5t1iJ2Xm, estoy aquí y el código de la   no me deja continuar ,No,Muy negativo
"@CajaLosAndes si la empresa a la que mandaron la información para descuento no hace el pago del exceso no proceden con la devolución al afiliado, el colmo de la sinvergüenzura y aprovechamiento"," si la empresa a la que mandaron la información para descuento no hace el pago del exceso no proceden con la devolución al afiliado, el colmo de la sinvergüenzura y aprovechamiento",No,Muy negativo
"@CajaLosAndes nuevamente con problemas de pagos y descuentos no efectuados por ustedes, por la mala gestión administrativa, hay que estar perdiendo el tiempo para resolverles lo que no son capaces de hacer"," nuevamente con problemas de pagos y descuentos no efectuados por ustedes, por la mala gestión administrativa, hay que estar perdiendo el tiempo para resolverles lo que no son capaces de hacer",No,Negativo
"@CajaLosAndes les insisto con el mensaje, porque además se toman todo el tiempo del mundo para dar una respuesta, y más encima erronea"," les insisto con el mensaje, porque además se toman todo el tiempo del mundo para dar una respuesta, y más encima erronea",No,Muy negativo
@CajaLosAndes llevo semanas esperando que me. Paguen la licencia y al comunicarme por el whatsapp dice q mi Rut no esta afiliado. Y puedo ir a la sucursal y la pagina se cae y no sirve. Pésimo servicio, llevo semanas esperando que me. paguen la licencia y al comunicarme por el whatsapp dice q mi rut no esta afiliado. y puedo ir a la sucursal y la pagina se cae y no sirve. pésimo servicio,No,Muy negativo
"@CajaLosAndes 
Por todos los medios esperando respuesta de un crédito y nada de nada el call center no responde.pag web  tampoco.asist.virtual cero ayuda
No me llaman al celular.
QUE PASA CON LA ATENCION?
POR QUE TAN MALA?",  por todos los medios esperando respuesta de un crédito y nada de nada el call center no responde.pag web  tampoco.asist.virtual cero ayuda no me llaman al celular. que pasa con la atencion? por que tan mala?,No,Muy negativo
@CajaLosAndes Respondan mi dm desde ayer esperando., respondan mi dm desde ayer esperando.,No,Muy positivo
RT @candia_ni: @Informa_Primero @ChileAtiende @SeremiSaludRM @ministeriosalud @Fonasa @CajaLosAndes @ximenaguilera Estaría bueno qué soluci…,         estaría bueno qué soluci…,Si,Neutral
@CajaLosAndes Toda la mañana esperando que me contacten y aun no tengo respuesta., toda la mañana esperando que me contacten y aun no tengo respuesta.,No,Muy positivo
"@CajaLosAndes hola...me ayudan con requerimiento RRSS  0579925 , por favor ?? Para ver el estado ??"," hola...me ayudan con requerimiento rrss  0579925 , por favor ?? para ver el estado ??",No,Muy negativo
@CajaLosAndes Perfecto... Espero es puesta 👍, perfecto... espero es puesta 👍,No,Muy positivo
@CajaLosAndes hola he mandado toda la información para un crédito social y no me responde ni Dios., hola he mandado toda la información para un crédito social y no me responde ni dios.,No,Muy negativo
"@CajaLosAndes 

Hola estoy con licencia por COVID, intento ingresar a mi sucursal para cambiar clave, donde nunca me deja se queda pegado
Llamo a los teléfonos y nunca puedo hablar con un ejecutivo

Necesito saber el estado de mi licencia y ningún canal funciona, ayuda!!!","   hola estoy con licencia por covid, intento ingresar a mi sucursal para cambiar clave, donde nunca me deja se queda pegado llamo a los teléfonos y nunca puedo hablar con un ejecutivo  necesito saber el estado de mi licencia y ningún canal funciona, ayuda!!!",No,Muy negativo
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",   envíe una carta a  con copia a         y a los medios de comunicación,No,Muy positivo
@CajaLosAndes necesito que me respondan los mensajes de mis licencias médicas llevo mucho esperando., necesito que me respondan los mensajes de mis licencias médicas llevo mucho esperando.,No,Neutral
"@CajaLosAndes les dejé DM necesito urgente comunicarme con ustedes, la app no funciona y vía teléfono no contesta nadie"," les dejé dm necesito urgente comunicarme con ustedes, la app no funciona y vía teléfono no contesta nadie",No,Muy negativo
@katapsp @ChileAtiende @CajaLosAndes Alomejor se te venció La Asignación Cada 3 años ahí que ir a renovar a la municipalidad,   alomejor se te venció la asignación cada 3 años ahí que ir a renovar a la municipalidad,Si,Muy positivo
RT @julietvillac: Sucursal Caja Los Andes Barros Arana en #Concepción pésima atencion más 1 hora esperando que me atiendan en la lluvia no…,  sucursal caja los andes barros arana en #concepción pésima atencion más 1 hora esperando que me atiendan en la lluvia no…,No,Muy negativo
"@CajaLosAndes me solicitaron los datos por dm por una duda con una licencia y aun no me contestan, llamo y me tienen más de 30 minutos esperando!!"," me solicitaron los datos por dm por una duda con una licencia y aun no me contestan, llamo y me tienen más de 30 minutos esperando!!",No,Muy negativo
"@CajaLosAndes buenas tardes llevo dos semanas esperando respuesta de mi licencia post parto , llame la semana pasada y me dijeron que el viernes pasado tendria respuestas ya está es la segunda semana y aún no se me comunica nada."," buenas tardes llevo dos semanas esperando respuesta de mi licencia post parto , llame la semana pasada y me dijeron que el viernes pasado tendria respuestas ya está es la segunda semana y aún no se me comunica nada.",No,Muy negativo
@CajaLosAndes Me llegó el correo a las 10:49 cuando las entradas estaban agotadas 🙃, me llegó el correo a las 10:49 cuando las entradas estaban agotadas 🙃,No,Muy negativo
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",   envíe una carta a  con copia a         y a los medios de comunicación,No,Muy positivo
RT @CajaLosAndes: Queremos contribuir a la calidad de la educación apoyando la formación y el quehacer de los docentes. Para eso te entrega…,  queremos contribuir a la calidad de la educación apoyando la formación y el quehacer de los docentes. para eso te entrega…,No,Positivo
@CajaLosAndes consulta al ingresar a mi cónyuge a caja los andes como carga queda automáticamente afiliada a Fonasa o debo hacer el ingreso y como se hace que papeles para presentar???, consulta al ingresar a mi cónyuge a caja los andes como carga queda automáticamente afiliada a fonasa o debo hacer el ingreso y como se hace que papeles para presentar???,No,Muy negativo
@CajaLosAndes Para que... Para que me digan que debo seguir esperando.. Llevo 2 semanas enviándoles documentos... Paguen, para que... para que me digan que debo seguir esperando.. llevo 2 semanas enviándoles documentos... paguen,No,Muy negativo
